word1,word1_FE,word2,word2 FE,generated_sentence
flame,Attachment,money,Possessor,off the flame to the next runner greater use was made of private money andor private armed off the flame to the next runner
flame,Mass,money,Individuals,of flame were few was wrong to think that that would cause the money supply to increase
flame,Focal_occasion,money,Explanation,flame is held before the lips while these words are spoken the early used that money to raise troops against the senate s arch
flame,Means,money,Time,the adiabatic flame temperature is the temperature that would be achieved by a flame in the absence of heat loss the money is collected
flame,Time,money,Landmark,he handed off the flame to octavian failed to persuade antony to relinquish caesar s money
flame,Mass,money,Denoted_quantity,there is only a judgment that grants money damages or some always used in combination with halogenated flame retardants
flame,Event_description,money,Landmark_entity,which led some to call him the founder of modern risking his own money free of pvc vinyl plastic and brominated flame retardants
flame,Time,money,Explanation,the adiabatic flame temperature is the temperature that would uphold the emancipation and paper money policies
flame,Explanation,money,Time,money would be achieved by a flame in the absence of heat loss to the surroundings
flame,Circumstances,money,Explanation,because he says that the money supply free of pvc vinyl plastic and brominated flame retardants
flame,Explanation,money,Circumstances,in a considerable amount of money responsible flame that spread far and wide before dying away
flame,Explanation,money,Place,as a revolutionary organization was undoubtedly to a great extent empty his treasury flame that spread far and wide before dying away
flame,Time,money,Circumstances,flame retardants antimony is mainly used as its trioxide in seen as a make any money
flame,Time,money,Place,flame retardants antimony is mainly used as its trioxide in empty his treasury powerful critique of the unk of contemporary neoliberalism
flame,Circumstances,money,Time,of family income gini index investment gross fixed central bank discount rate stock of money production industrial flame when further rarefied
flame,Constituent_parts,money,Circumstances,for complementary and alternative medicine burgess published flame into being the life for complementary and alternative medicine
flame,Explanation,money,Result,in the money stock and increases in the general level of money prices would become increasingly visible flame above the bowl of water
flame,Result,money,Circumstances,some data suggest an increase in the need for money again in the broader sense of the term and flame
flame,Standard,money,Degree,amount of flame of men and money by the forces and compared with the level of assistance they could offer to the forces particles
flame,Result,money,Explanation,and flame produced a net gain of unk amount of paper money which became not worth a continental
flame,Landmark,money,Time,there has been a money is not a factor and we would like to the surroundings
flame,Result,money,Initial_correlate,and flame of family income gini index investment gross fixed central bank discount rate stock of money production industrial fall
